name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost
Little Black Choux,No,No,4.0,35,Whitefield,Bakery,"Opera Cake, Cup Cake, Red Velvet, Chocolate Mousse",Bakery,250.0
Mojo Bites,No,No,3.9,23,Whitefield,Quick Bites,,Fast Food,250.0
Kartik's Mithai Shoppe,No,No,3.5,22,Marathahalli,"Quick Bites, Sweet Shop",,"Mithai, Street Food",150.0
The 3 Musketeers,No,No,3.2,5,Whitefield,Dessert Parlor,,"Ice Cream, Desserts",200.0
KC Das - Sweet Sensation,No,No,2.9,31,Whitefield,"Sweet Shop, Quick Bites",,"Mithai, Street Food",200.0
Daily Bread,No,No,3.6,18,Marathahalli,"Bakery, Quick Bites",,"Bakery, Fast Food, Italian",600.0
Ice Stone Creamery,No,No,3.4,5,Whitefield,"Food Court, Dessert Parlor",,"Desserts, Ice Cream",400.0
Kitchen Aroma,No,No,3.4,7,Whitefield,Takeaway,,Desserts,400.0
Gilly's Restobar,No,Yes,4.4,1700,Brookefield,"Pub, Casual Dining","Mutton Biryani, Drunken Chicken, Chicken Biryani, Beer, Cocktails, Pasta, Onion Rings","Continental, Finger Food, North Indian, Chinese",1200.0
Chulha Chauki Da Dhaba,Yes,No,4.1,2143,Brookefield,Casual Dining,"Lassi, Malai Kebab, Kadhai Mushroom, Lahori Chicken, Chicken Keema, Paneer Kofta, Ginger Chicken",North Indian,800.0
Chai Point,Yes,No,3.9,130,Brookefield,"Beverage Shop, Quick Bites","Poha, Ginger Tea, Samosa, Ginger Chai, Banana Cake, Cake Rusk, Coffee","Tea, Beverages, Fast Food",250.0
Chef in,No,No,3.6,199,Brookefield,Casual Dining,"Tandoori Chicken, Chicken Biryani, Naan, Dum Biryani, Sweet Lassi, Dal Tadka, Hyderabadi Biryani","Biryani, North Indian, Chinese",500.0
The Crunch,No,No,3.3,6,Brookefield,Beverage Shop,,Beverages,300.0
Taco Bell,Yes,No,4.0,777,Brookefield,Quick Bites,"Nachos, Burrito, Rice Bowl, Pizza, Fiesta Potatoes, Chicken Burritos, Crispy Tacos","Mexican, American, Fast Food",600.0
Sai Foods,Yes,No,4.1,143,Brookefield,Quick Bites,"Paratha, Gulab Jamun, Thali, Lassi, Kheer, Roti, Palak Paneer",North Indian,200.0
Five Star Chicken,Yes,No,3.7,193,Brookefield,Quick Bites,"Burgers, Masala Fries, Wings","Fast Food, Burger",200.0
Donne Biryani Mane,No,No,3.5,13,Brookefield,Quick Bites,,Biryani,250.0
KFC,Yes,No,3.1,420,Brookefield,Quick Bites,"Zinger Burger, Hot Wings, Chicken Wings, Crispy Chicken, Fries","Burger, Fast Food",450.0
Mayura Sagar,No,No,3.6,194,Brookefield,Quick Bites,"Panneer Butter Masala, Coffee, Tea, Idli, Manchurian, Vada, Thali","Chinese, North Indian, South Indian",250.0
Just Parathas,No,No,3.4,5,Brookefield,Quick Bites,,North Indian,250.0
Chakh Le India,Yes,No,3.3,229,Brookefield,Quick Bites,"Paratha, Chicken Parantha, Chicken Curry, Panneer Butter Masala","North Indian, Chinese, Rolls",300.0
Mayura Grand,No,No,3.9,91,Brookefield,Quick Bites,"Masala Dosa, Tea, Onion Dosa, Vada, Rava Idli, Kesari Bath","North Indian, South Indian, Chinese",350.0
Shreya Ranna Ghar,No,No,3.3,6,Brookefield,Quick Bites,,"Bengali, North Indian",350.0
Treat,No,No,3.8,54,Brookefield,Food Court,"Naan, Dal Makhani, Rice, Seekh Kebab, Butter Chicken, Sweet Lassi, Aam Panna",North Indian,500.0
Sri Fast Food,No,No,3.1,5,Brookefield,Quick Bites,,"Chinese, Biryani",200.0
WOW! Momo,No,No,3.8,22,Brookefield,Food Court,,"Chinese, Momos",400.0
Subway,Yes,No,3.8,159,Brookefield,Quick Bites,,"Salad, Fast Food",600.0
Biergarten,No,Yes,4.7,6865,Whitefield,"Microbrewery, Pub","Wheat Beer, Risotto, Craft Beer, Caesar Salad, Pizza, Biryani, Cheesy Garlic Bread","Continental, European, BBQ, Chinese, Asian",2400.0
Windmills Craftworks,No,No,4.6,5890,Whitefield,"Microbrewery, Pub","Keema Pav, Cocktails, Craft Beer, Pork Chops, Mocktails, Hefeweizen, Nachos","American, North Indian, Salad",2500.0
Oota Bangalore,No,No,4.6,463,Whitefield,Casual Dining,"Cocktails, Craft Beer, Chicken Sukha, Murgh Ghee Roast, Biryani, Neer Dosa, Vada",South Indian,1700.0
Uno Chicago Bar & Grill,No,Yes,4.2,103,Whitefield,"Casual Dining, Bar","Deep Dish Pizza, Mocktails, Onion Rings, Thin Crust Pizza, Pasta, Burgers, Chicken Tenders",American,1300.0
Hyderabad Chefs,Yes,No,4.0,268,Whitefield,Casual Dining,"Mutton Biryani, Hyderabadi Biryani, Bamboo Chicken, Chicken Biryani, Vegetable Biryani, Bbq Chicken, Tandoori Roti","Hyderabadi, Andhra, North Indian, Chinese, South Indian",800.0
Beijing Bites,Yes,No,4.0,499,Whitefield,Casual Dining,"Noodles, Wonton Soup, Crispy Noodle, Chowmein, Chop Suey, Beijing Chicken, Prawn","Chinese, Thai",850.0
Amber Rush by The Pool,No,No,3.9,140,Marathahalli,"Bar, Casual Dining","Pasta, Pizza","North Indian, Chinese, Continental",1500.0
Pablo's Gastrobar,No,No,4.1,1073,Whitefield,Bar,"Cocktails, Beer, Potato Wedges, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken","Finger Food, American, Asian, Italian",1450.0
Alto Vino - Bengaluru Marriott Hotel Whitefield,No,Yes,4.3,263,Whitefield,Fine Dining,"Tiramisu, Wine, Lamb, Baked Salmon, Chicken Pasta, Ravioli, Gnocchi","Italian, Salad",3000.0
A2B - Adyar Ananda Bhavan,Yes,No,2.7,596,Marathahalli,Casual Dining,"Ghee Dosa, Chai, Mysore Pak, Filter Coffee, Vada, Salad, Masala Dosa","South Indian, Fast Food, Street Food",400.0
Chaat Junction,No,No,3.6,12,Whitefield,Quick Bites,,"Street Food, North Indian, Fast Food",200.0
Miro Bar - Miraya Hotel & Residences,No,No,3.8,26,Whitefield,Lounge,,"North Indian, Chinese, Thai, Asian",2000.0
Delhi Walle,No,No,3.7,116,Whitefield,Quick Bites,"Lassi, Chaat, Chole Bhature, Jalebi, Panipuri, Thali, Paratha","North Indian, Street Food",300.0
Slounge - Lemon Tree Hotel,No,No,3.9,21,Whitefield,Lounge,,Finger Food,1500.0
Checkered Bar - MGM Mark,No,No,3.6,19,Whitefield,Lounge,,"North Indian, Continental, Chinese",1300.0
Whitefield Bar and Grill - Bengaluru Marriott Hotel...,No,Yes,4.2,74,Whitefield,Fine Dining,"Burgers, Cocktails, Beef Patty, Chaap, French Fries, Chicken Burger, Kulcha","Continental, Burger, BBQ",3000.0
Faasos,Yes,No,3.8,632,Marathahalli,Quick Bites,"Rolls, Salad, Dal Makhani, Chicken Wrap, Pizza, Chocolate Cake, Chocolate Fantasy","North Indian, Biryani, Fast Food",500.0
Chaai Resto,Yes,No,3.4,4,Marathahalli,"Beverage Shop, Quick Bites",,"Tea, Beverages, Fast Food",250.0
Pizza Hut,Yes,No,2.2,310,Marathahalli,Quick Bites,"Pizza, Garlic Bread, Veg Supreme",Pizza,750.0
Sri Lakshmi Vaibhav,Yes,No,3.7,14,Marathahalli,Quick Bites,,"South Indian, North Indian, Chinese",500.0
Rolls On Wheels,No,No,3.6,255,Marathahalli,Quick Bites,"Rolls, Mix Veg","Fast Food, Rolls, Momos",200.0
Mayura Vybhava,No,No,3.2,11,Whitefield,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",250.0
Nellore Mess & Tiffens,No,No,3.5,16,Whitefield,Mess,,"South Indian, Andhra",200.0
Thalassery Restaurant,Yes,No,3.1,509,Marathahalli,Quick Bites,"Coffee, Kerala Parotta, Thalassery Dum Biriyani, Appam, Noodles, Malabari Biryani, Thalassery Chicken Curry","Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500.0
Chill,No,No,3.8,42,Whitefield,Casual Dining,,"North Indian, Chinese, Continental",800.0
Unlock - The Restobar - Keys Hotel,No,No,3.7,32,Whitefield,Lounge,,Finger Food,2000.0
Bharatkhana,No,No,3.4,6,Marathahalli,Casual Dining,,"North Indian, Bengali",400.0
S.M.S.Evening Fast Food,No,No,3.4,10,Whitefield,Quick Bites,,"Biryani, Chinese",150.0
Samosa Singh,Yes,No,3.2,5,"Varthur Main Road, Whitefield",Quick Bites,,"North Indian, Mithai",250.0
Starnese,No,No,3.4,6,Whitefield,Casual Dining,,"North Indian, Chinese, South Indian",800.0
Basaveshwara Kanawali,No,No,3.5,13,Whitefield,Quick Bites,,South Indian,250.0
Covai Cafe,No,No,3.6,17,Whitefield,Quick Bites,,South Indian,200.0
Trinity Club Lounge,No,No,3.5,20,Whitefield,Lounge,,Finger Food,1500.0
Red Chillies Restaurant,No,No,2.9,18,Marathahalli,Quick Bites,,"South Indian, Chinese",150.0
Udupi Grand,No,No,2.9,199,Whitefield,Quick Bites,"Filter Coffee, Idli, Vada, Masala Dosa, Tea, Pongal, Plain Dosa","South Indian, North Indian, Chinese",450.0
Breakfast House,No,No,3.6,49,"ITPL Main Road, Whitefield",Quick Bites,"Coffee, Vada, Mla Dosa","South Indian, North Indian",300.0
Kolkata Roll House,No,No,3.3,6,Marathahalli,Quick Bites,,"Fast Food, Rolls",200.0
Biryani & Kabab,No,No,3.2,4,Whitefield,Quick Bites,,Biryani,150.0
Pani Puri,No,No,3.1,8,Marathahalli,Quick Bites,,Street Food,100.0
The Grilled & Fried,Yes,No,3.3,44,Marathahalli,Quick Bites,"Burgers, Chicken Fries, Chicken Grill, Hot Wings, Chicken Roll",Fast Food,300.0
AB's - Absolute Barbecues,No,Yes,4.9,6375,BTM,Casual Dining,"Tangdi Chicken, Bbq Buffet, Chocolate Icecreams, Kofta Curry, Mutton Seekh Kabab, Paneer Curry, Mutton Keema","European, Mediterranean, North Indian, BBQ",1600.0
The Globe Grub,No,Yes,4.4,201,BTM,Casual Dining,"Prawn, Shahi Tukda, Barfi, Veg Mushroom, Pizza, Momos, Masala Lemonade","Continental, North Indian, Asian, Italian",1300.0
"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1149,BTM,"Casual Dining, Bar","Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka","North Indian, Mediterranean, European, BBQ",1100.0
Savoury Restaurant,Yes,No,3.9,420,BTM,Casual Dining,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam","Arabian, North Indian, Chinese, Fast Food",800.0
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,0,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100.0
The Black Pearl,No,Yes,4.7,10413,Koramangala 5th Block,"Casual Dining, Bar","Chocolate Lollipop, Chocolate Biscuit, Fire Shots, Sangria, Chocolate Ganache, Paneer Makhani, Corn Fry","North Indian, European, Mediterranean",1400.0
XOOX Brewmill,No,Yes,4.4,1533,Koramangala 5th Block,"Microbrewery, Casual Dining","Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Noodles","Modern Indian, European, Asian",2000.0
Buff Buffet Buff,Yes,Yes,4.5,3125,Koramangala 5th Block,"Casual Dining, Bar","Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads","North Indian, Chinese, Continental, Thai, Salad",1500.0
Boho,No,Yes,4.2,1721,Koramangala 5th Block,Casual Dining,"Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Burgers","Continental, Asian, American, North Indian, Desserts",1200.0
Sultans of Spice,Yes,Yes,4.5,3458,Koramangala 5th Block,Casual Dining,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","North Indian, Mughlai, Salad",1300.0
Asia Kitchen By Mainland China,Yes,Yes,4.9,2178,Koramangala 5th Block,"Casual Dining, Bar","Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup","Asian, Chinese, Thai, Momos",1500.0
Bonsouth,Yes,Yes,4.2,2616,Koramangala 5th Block,Casual Dining,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Chettinad, Andhra, Kerala",1300.0
Village - The Soul of India,No,Yes,4.1,2456,JP Nagar,Casual Dining,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun","Rajasthani, Gujarati, North Indian, South Indian",1000.0
Punjab Bistro,Yes,Yes,4.4,455,Koramangala 7th Block,"Casual Dining, Bar","Chicken Shorba, Jumbo Prawns, Beer, Cocktails, Paan Shot, Butter Naan, Biryani",North Indian,1500.0
Toscano,Yes,Yes,4.5,710,Koramangala 7th Block,Casual Dining,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","Italian, Salad",1500.0
By The Blue - Grand Mercure,No,Yes,4.1,782,Koramangala 3rd Block,Casual Dining,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter","North Indian, Mughlai",1500.0
Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4,677,Koramangala 7th Block,Casual Dining,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani","North Indian, Mughlai, Biryani",1500.0
Oye Amritsar,Yes,Yes,4.0,1851,Koramangala 6th Block,Casual Dining,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",North Indian,600.0
Hunan,No,Yes,4.3,2241,Koramangala 5th Block,Casual Dining,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea","Chinese, Thai, Momos",1100.0
Empire Restaurant,Yes,No,4.1,6875,Koramangala 5th Block,Casual Dining,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma","North Indian, Mughlai, South Indian, Chinese",750.0
Naati Manae,Yes,Yes,3.9,484,Koramangala 5th Block,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry","North Indian, South Indian, Chinese, Biryani",700.0
Over The Top Terrace Lounge,No,Yes,3.9,1388,Koramangala 5th Block,Lounge,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers","Continental, North Indian",1400.0
Saara's Cafe - SS Lumina Hotel,No,Yes,4.2,117,Koramangala 7th Block,Casual Dining,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala","North Indian, South Indian, Chinese, Arabian",800.0
Saara's Grill n Spice - SS Lumina Hotel,No,Yes,4.3,104,Koramangala 7th Block,Casual Dining,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad","North Indian, Arabian, Beverages",1000.0
Nouvelle Garden,No,No,3.7,202,JP Nagar,Casual Dining,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Chicken Soup, Hyderabadi Biryani","North Indian, Continental, Italian",900.0
12th Main - Grand Mercure,No,Yes,4.1,353,Koramangala 3rd Block,Fine Dining,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads","European, Asian",2000.0
Embers - Nandhana Grand Hotel,No,No,3.8,38,Koramangala 6th Block,Casual Dining,Biryani,"North Indian, South Indian, Thai, Chinese, Continental",900.0
Shri Madhuram,No,No,3.9,371,HSR,Casual Dining,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal","South Indian, North Indian",400.0
Urban Spoon Buffet Restaurant,No,Yes,3.5,32,Koramangala 5th Block,Casual Dining,Courteous Staff,"North Indian, Chinese",1000.0
China Down Town,Yes,No,3.5,5,Koramangala 4th Block,Casual Dining,,Chinese,800.0
Cafe Fattoush,Yes,No,3.8,24,BTM,Cafe,,"Cafe, Lebanese",700.0
Hang10 Resto N Cafe,Yes,No,3.8,100,BTM,Cafe,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich","Cafe, North Indian, Chinese",700.0
Cafe Coffee Day,Yes,No,3.4,43,BTM,Cafe,,"Cafe, Fast Food",900.0
Cafe Orio,No,No,4.0,147,BTM,Cafe,"Sandwiches, Oreo Shake, Burgers, Pasta, Veg Burger, Paneer Tikka Sandwich, Oreo Milkshake","Cafe, Fast Food",400.0
De Street Cafe,No,No,3.6,61,BTM,Cafe,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",Cafe,500.0
Cafe Hush,No,No,3.6,22,BTM,Cafe,,"Cafe, Fast Food",500.0
Granos De Cafe,No,No,3.7,31,BTM,Cafe,,"Cafe, Beverages",500.0
Biggies Burger 'n' More,Yes,No,3.8,208,BTM,"Cafe, Quick Bites","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Cafe, Burger, Beverages",650.0
The 90s Hash House,No,No,3.8,63,BTM,Cafe,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",Cafe,500.0
Fabindia Cafe,No,No,4.2,221,Koramangala 2nd Block,Cafe,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha","Cafe, Street Food",200.0
The Yogisthaan Cafe,Yes,No,4.1,60,Koramangala 2nd Block,Cafe,"Paratha, Chai, Poha, Quinoa Burger","Cafe, Healthy Food, Salad, Beverages",600.0
Truffles,No,No,4.7,14654,Koramangala 5th Block,"Cafe, Casual Dining","Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert","Cafe, American, Burger, Steak",900.0
Dyu Art Cafe,No,No,4.5,3826,Koramangala 5th Block,Cafe,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie","Cafe, Italian, Fast Food",800.0
Om Made Cafe,No,No,4.0,2729,Koramangala 5th Block,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","Cafe, Continental, European, Juices",1300.0
Sixth Avenue Cafe And Patisserie,No,No,4.4,159,Koramangala 5th Block,"Cafe, Dessert Parlor","Tea, Chocolate Bomb, Waffles, Mojito, Fries, Pasta Alfredo, Burgers","Cafe, Italian, Desserts",600.0
A Hole Lotta Love Cafe,Yes,No,4.4,2859,Koramangala 5th Block,Cafe,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta","Cafe, American, Burger, Sandwich, Beverages",600.0
Hungry Hippie,No,Yes,4.3,1463,Koramangala 5th Block,Cafe,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade","Cafe, Continental, Italian, Burger",800.0
Dice N Dine,Yes,Yes,4.3,1800,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos","Continental, Cafe, Italian, Fast Food, Steak",900.0
Stoner,Yes,No,4.5,2594,Koramangala 5th Block,"Dessert Parlor, Cafe","Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0
Nuts Over Salads Cafe,Yes,Yes,4.4,197,Koramangala 5th Block,Cafe,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Brownie","Cafe, Salad",800.0
YORK St.,Yes,No,4.4,939,Koramangala 5th Block,Cafe,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental",900.0
Roundup Cafe,Yes,Yes,4.2,468,Koramangala 5th Block,Cafe,"Mocktails, Coffee, Salad, Barbecue Chicken Wings, Pizza, Meat Balls, Hot Chocolate","Cafe, Continental, Beverages",800.0
Lot Like Crepes,Yes,No,4.7,1022,Koramangala 7th Block,"Cafe, Dessert Parlor","Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe","Cafe, Desserts, Continental",550.0
Enerjuvate Studio & Cafe,No,Yes,4.4,464,Koramangala 4th Block,Cafe,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea","Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800.0
Market Table,No,Yes,4.5,546,Koramangala 5th Block,Cafe,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll","Cafe, Continental, Mediterranean, Beverages",900.0
Cafe Graffiters,Yes,No,3.8,22,Koramangala 5th Block,Cafe,,"Cafe, Continental, Beverages",600.0
Mr. Beans - Home Cafe,Yes,Yes,4.2,2709,Koramangala 3rd Block,Cafe,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","Cafe, Continental, Italian",1000.0
154 Breakfast Club,Yes,Yes,4.0,1509,Koramangala 3rd Block,Cafe,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette","Cafe, Continental",900.0
99 Pancakes,Yes,No,4.5,334,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Nutella Pancakes","Desserts, Cafe",500.0
Starbucks,No,No,4.2,1355,Koramangala 7th Block,Cafe,"Hot Chocolate, Coffee Hazelnut, Caramel Frappuccino, Cappuccino, Mocha Frappuccino, Java Chip Frappuccino, Sandwiches","Cafe, Desserts",700.0
Cafe D'hide,Yes,Yes,4.2,869,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600.0
Krazy Factory,No,No,4.0,431,Koramangala 5th Block,Cafe,"Sandwiches, Pizza, Burgers, Chicken Wings, Steak, Fries, Noodles","Cafe, Continental, Chinese",
Cafe Medley,Yes,No,4.2,1059,Koramangala 5th Block,Cafe,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza","Cafe, Continental, Burger",800.0
Fresh Pressery Cafe,Yes,No,4.1,137,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Brownie, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast","Cafe, Healthy Food, Salad, Beverages, Desserts",1200.0
The Vacationer's Cafe,Yes,No,4.1,306,Koramangala 7th Block,Cafe,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers","Cafe, Continental, Mexican",600.0
Bistro Oui,Yes,Yes,4.1,400,Koramangala 5th Block,"Cafe, Bar","Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup","Cafe, Continental, Salad, Steak",1200.0
Smally's Resto Cafe,Yes,Yes,4.2,1692,Koramangala 5th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken","Cafe, Italian, Burger, American, Steak",650.0
The Yellow Tuk-Tuk Cafe,No,No,3.6,16,Koramangala 5th Block,Cafe,,"Cafe, Continental, Beverages",500.0
Smoor,Yes,No,4.2,99,Koramangala 7th Block,"Dessert Parlor, Cafe","Hot Chocolate, Sandwich, Sushi, Red Velvet, Pumpkin Ravioli, Cajun Fries, Gooey Chocolate Cake","Desserts, Cafe, Beverages",900.0
Chai Galli,Yes,No,4.3,480,Koramangala 5th Block,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie","Cafe, Tea, Street Food",450.0
Tata Cha,Yes,No,3.7,31,Koramangala 7th Block,Cafe,,"Cafe, Tea, North Indian",500.0
Vitamin Palace,No,No,4.1,172,Koramangala 7th Block,Cafe,"Watermelon Juice, Burgers, Pasta, Faluda, Fruit Salad, Coffee, Sandwich","Cafe, Beverages, Healthy Food, Juices",650.0
Breaktime Brew,Yes,No,3.7,24,Koramangala 7th Block,Cafe,,Cafe,550.0
WTF,Yes,No,4.1,90,Koramangala 5th Block,Cafe,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake","Cafe, Continental",600.0
Billionaires Cafe,Yes,No,3.8,47,Koramangala 5th Block,Cafe,Friendly Staff,"Cafe, Italian",600.0
Kalmane Koffees,No,No,4.1,367,Koramangala 7th Block,Cafe,"Filter Coffee, Brownie Chocolate, Hot Chocolate, Hot Coffee, Chips, Cafe Mocha, Walnut Brownie",Cafe,350.0
Tella Tales,Yes,No,4.2,413,Koramangala 5th Block,Cafe,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries","Cafe, Desserts, Beverages",700.0
